Date,Open,High,Low,Close,Volume
2026-03-12T21:00:00.000Z,639.5,672.0651,638.18,639.5,0
2026-03-12T21:15:00.000Z,639.53,673.2381,599.2258,639.67,0
2026-03-12T21:30:00.000Z,639.86,673.2381,599.0103,639.5,0
2026-03-12T21:45:00.000Z,639.55,639.6,639,639.33,0
2026-03-12T22:00:00.000Z,639.165,639.8,638.84,639.395,0
2026-03-12T22:15:00.000Z,639.44,639.79,638.84,639.0057,0
2026-03-12T22:30:00.000Z,639.4,639.8,638.864,639.42,0
2026-03-12T22:45:00.000Z,639.47,639.75,639.15,639.25,0
2026-03-12T23:00:00.000Z,639.2375,639.81,639.15,639.6981,0
2026-03-12T23:15:00.000Z,639.34,639.78,639.01,639.4,0
2026-03-12T23:30:00.000Z,639.4,639.7488,638.84,639.2,0
2026-03-12T23:45:00.000Z,639.02,639.02,636.5,636.99,0
2026-03-13T08:00:00.000Z,635.68,635.68,631.32,631.54,0
2026-03-13T08:15:00.000Z,631.8,632.53,631.69,632,0
2026-03-13T08:30:00.000Z,631.8,632.11,630.41,631.6,0
2026-03-13T08:45:00.000Z,631.5,634.7,631.05,634.15,0
2026-03-13T09:00:00.000Z,633.9,634.53,632.38,633.09,0
2026-03-13T09:15:00.000Z,632.12,632.12,629.8,630.5,0
2026-03-13T09:30:00.000Z,630.5,630.5,629,629.5,0
2026-03-13T09:45:00.000Z,629.75,630,628.89,629,0
2026-03-13T10:00:00.000Z,629,632.64,628.85,632.2,0
2026-03-13T10:15:00.000Z,631.92,632.83,630.21,631,0
2026-03-13T10:30:00.000Z,631,632.15,631,632.15,0
2026-03-13T10:45:00.000Z,632.22,632.99,632.17,632.73,0
2026-03-13T11:00:00.000Z,633,634.2,632.6,632.7,0
2026-03-13T11:15:00.000Z,632.7,632.7,630.37,631.6,0
2026-03-13T11:30:00.000Z,631.6,631.77,630.86,631.26,0
2026-03-13T11:45:00.000Z,631.73,631.94,631,631.22,0
2026-03-13T12:00:00.000Z,630.53,638.2875,628.89,631.01,0
2026-03-13T12:15:00.000Z,631.0484,631.5,630.35,631.04,0
2026-03-13T12:30:00.000Z,630.7,631.5,627.5121,630,0
2026-03-13T12:45:00.000Z,630.4785,630.56,627.8,628.5419,0
2026-03-13T13:00:00.000Z,628.55,629.29,627.51,629.06,0
2026-03-13T13:15:00.000Z,629.145,630.38,623.11,623.63,0
2026-03-13T13:30:00.000Z,623.27001953125,625.385009765625,617.6699829101562,623.4041137695312,3411459
2026-03-13T13:45:00.000Z,623.52001953125,626.489990234375,623.2999877929688,625.5299072265625,1008051
2026-03-13T14:00:00.000Z,625.5700073242188,627.3300170898438,624.8701171875,626.9199829101562,586328
2026-03-13T14:15:00.000Z,626.9000244140625,627.0953979492188,625.239990234375,626.7999877929688,385864
2026-03-13T14:30:00.000Z,626.7249755859375,629.169921875,624.5,624.7000122070312,440624
2026-03-13T14:45:00.000Z,624.6099853515625,624.6099853515625,619.3599853515625,619.489990234375,805175
2026-03-13T15:00:00.000Z,619.5900268554688,620.9600219726562,618.1599731445312,620.375,605717
2026-03-13T15:15:00.000Z,620.375,621.280029296875,617.3200073242188,618.4099731445312,591455
2026-03-13T15:30:00.000Z,618.4099731445312,618.7999877929688,615.2999877929688,615.9849853515625,608987
2026-03-13T15:45:00.000Z,615.9500122070312,618.1699829101562,615.1580810546875,617.3699951171875,530704
2026-03-13T16:00:00.000Z,617.3900146484375,619.669921875,617.27001953125,618.489990234375,408177
2026-03-13T16:15:00.000Z,618.530029296875,618.7349853515625,616.72998046875,617.75,294893
2026-03-13T16:30:00.000Z,617.780029296875,618.760009765625,614.6599731445312,614.8800048828125,448906
